customer_ID;shopping_pt;record_type;day;time;state;location;group_size;homeowner;car_age;car_value;risk_factor;age_oldest;age_youngest;married_couple;C_previous;duration_previous;A;B;C;D;E;F;G;cost
10003157;3;0;3;11:13;AL;12168;3;0;0;e;NA;59;24;1;3;8;1;0;2;3;0;1;1;661
10003157;4;0;3;11:18;AL;12168;2;0;0;e;NA;59;24;1;3;8;1;0;2;3;0;2;1;645
10003157;5;0;3;11:21;AL;12168;2;0;0;e;NA;59;24;1;3;8;1;1;2;3;0;2;1;646
10003157;6;0;3;11:23;AL;12168;2;0;0;e;NA;59;24;1;3;8;1;1;2;3;0;2;1;653
10003157;7;0;3;11:25;AL;12168;2;0;0;e;NA;59;24;1;3;8;1;1;2;3;0;2;1;653
10003157;8;1;4;12:17;AL;12168;2;0;0;e;NA;59;24;1;3;8;1;1;2;3;0;2;1;653
10003353;1;0;0;10:28;CT;10772;3;1;7;d;NA;47;18;1;1;4;1;1;3;3;1;0;4;733
10003353;2;0;0;10:29;CT;10772;3;1;7;d;NA;47;18;1;1;4;1;1;3;3;1;0;2;714
10003353;3;0;0;10:30;CT;10772;3;1;7;d;NA;47;18;1;1;4;1;1;1;3;1;0;2;688
10003353;4;0;0;13:14;CT;10772;3;1;7;d;NA;47;18;1;1;4;1;1;3;3;1;0;4;733
10003353;5;0;0;13:15;CT;10772;3;1;7;d;NA;47;18;1;1;4;1;1;1;3;1;0;2;688
10003353;6;0;0;13:18;CT;10772;3;1;7;d;NA;47;18;1;1;4;1;1;1;3;1;0;2;688
10003353;7;0;0;13:20;CT;10772;3;1;7;d;NA;47;18;1;1;4;1;1;1;3;1;0;2;688
10003353;8;1;0;13:43;CT;10772;3;1;7;d;NA;47;18;1;1;4;1;1;1;3;1;0;2;688
10003354;1;0;1;09:39;FL;12317;1;1;5;h;2;60;23;0;4;14;1;0;4;3;0;2;3;639
10003354;2;0;1;09:40;FL;12317;1;1;5;h;2;60;23;0;4;14;1;0;4;3;0;2;3;647
10003354;3;1;2;13:19;FL;12317;1;1;5;h;2;61;23;0;4;2;1;0;4;3;0;2;3;650
10003382;1;0;0;17:13;AL;10723;2;1;2;e;NA;47;23;0;2;9;1;1;2;2;1;2;1;683
10003382;2;0;0;17:13;AL;10723;2;1;2;e;NA;47;23;0;2;9;1;1;2;2;0;2;2;680
10003382;3;0;0;17:15;AL;10723;2;1;2;e;NA;47;23;0;2;9;1;1;2;2;0;2;2;689
10003382;4;0;0;17:16;AL;10723;2;1;2;e;NA;47;23;0;2;9;1;1;2;2;0;2;2;687
10003382;5;1;1;09:39;AL;10723;2;1;2;e;NA;47;23;0;2;9;1;1;2;2;0;2;2;694
10003568;1;0;4;09:11;FL;11812;3;1;17;e;3;56;23;1;1;15;0;0;1;1;0;0;4;646
10003568;2;0;4;09:12;FL;11812;3;1;17;e;3;56;23;1;1;15;0;0;1;3;0;0;4;631
10003568;3;0;4;09:13;FL;11812;3;1;17;e;3;56;23;1;1;15;0;0;1;3;0;0;4;635
10003568;4;0;4;09:14;FL;11812;3;1;17;e;3;56;23;1;1;15;0;0;1;3;0;0;4;635
10003568;5;0;4;09:17;FL;11812;3;1;17;e;3;56;23;1;1;15;0;0;1;3;0;0;3;618
10003568;6;0;4;09:19;FL;11812;3;1;17;e;3;56;23;1;1;15;0;0;1;3;0;0;3;618
10003568;7;0;4;09:21;FL;11812;3;1;17;e;3;56;23;1;1;15;0;0;1;3;0;0;3;618
10003568;8;1;4;09:23;FL;11812;3;1;17;e;3;56;23;1;1;15;0;0;1;3;0;0;3;618
10004060;5;0;3;09:26;FL;10078;3;1;2;d;3;47;17;0;1;3;1;1;1;2;1;2;3;772
10004060;6;0;3;09:27;FL;10078;3;1;2;d;3;47;17;0;1;3;1;1;1;2;1;2;3;786
10004060;7;0;3;09:30;FL;10078;3;1;2;d;3;47;17;0;1;3;1;1;1;2;1;2;3;786
10004060;8;1;3;10:56;FL;10078;3;1;2;e;3;47;17;0;1;3;2;0;1;2;1;3;3;773
10004164;1;0;2;15:07;AR;12665;4;0;0;g;4;50;21;1;1;2;1;1;1;1;1;1;2;674
10004164;2;0;2;15:09;AR;12665;4;0;0;g;4;50;21;1;1;2;1;1;1;1;1;1;2;691
10004164;3;0;2;15:16;AR;12665;4;0;0;g;4;50;21;1;1;2;2;0;1;1;0;1;2;678
10004164;4;0;2;15:20;AR;12665;4;0;0;g;4;50;21;1;1;2;2;0;1;1;0;1;1;676
10004164;5;1;2;15:47;AR;12665;4;0;0;g;4;50;21;1;1;2;2;0;1;1;0;1;1;676
10004261;1;0;4;16:11;AL;12711;2;1;2;g;3;51;22;1;4;2;2;1;4;3;1;2;1;592
10004261;2;0;4;16:12;AL;12711;2;1;2;g;3;51;22;1;4;2;2;1;4;3;1;2;1;576
10004261;3;0;4;16:13;AL;12711;2;1;2;g;3;51;22;1;4;2;2;1;4;3;1;2;1;572
10004261;4;0;4;16:15;AL;12711;2;1;2;g;3;51;22;1;4;2;2;1;4;3;1;2;1;572
10004261;5;0;4;16:17;AL;12711;2;1;2;g;3;51;22;1;4;2;2;1;4;3;1;2;1;572
10004261;6;1;2;08:50;AL;12711;2;1;2;g;3;51;22;1;4;7;2;1;4;3;1;2;1;575
10004504;1;0;1;09:46;FL;11117;3;1;8;e;2;64;22;1;1;15;2;0;3;3;0;2;3;702
10004504;2;0;1;09:47;FL;11117;3;1;8;e;2;64;22;1;1;15;1;0;1;3;0;2;3;684
10004504;3;0;1;09:47;FL;11117;3;1;8;e;2;64;22;1;1;15;1;0;1;3;0;2;3;682
10004504;4;0;1;09:48;FL;11117;3;1;8;e;2;64;22;1;1;15;1;0;1;3;0;2;3;690
10004504;5;0;1;09:51;FL;11117;3;1;8;e;2;64;22;1;1;15;1;0;1;3;0;2;3;689
10004504;6;0;1;10:59;FL;11117;3;1;8;e;2;64;22;1;1;15;1;0;1;3;0;2;3;689
10004504;7;0;1;11:01;FL;11117;3;1;8;e;2;64;22;1;1;15;1;0;1;3;0;2;3;689
10004504;8;1;1;12:28;FL;11117;3;1;8;e;2;64;22;1;1;15;1;0;1;3;0;2;3;689
10004996;1;0;2;09:38;FL;13001;2;1;6;c;2;64;23;0;1;7;2;1;1;1;0;1;2;674
10004996;2;0;2;09:41;FL;13001;2;1;6;c;2;64;23;0;1;7;2;1;1;1;0;1;4;646
10004996;3;0;2;09:43;FL;13001;2;1;6;c;2;64;23;0;1;7;2;1;1;1;0;1;4;646
10004996;4;0;2;09:44;FL;13001;2;1;6;c;2;64;23;0;1;7;2;1;1;1;0;1;4;646
10004996;5;0;2;09:45;FL;13001;2;1;6;c;2;64;23;0;1;7;2;1;1;1;0;1;4;646
10004996;6;0;2;09:46;FL;13001;2;1;6;c;2;64;23;0;1;7;2;1;1;1;0;1;4;646
10004996;7;0;2;09:47;FL;13001;2;1;6;c;2;64;23;0;1;7;2;1;1;1;0;1;4;646
10004996;8;0;2;09:48;FL;13001;2;1;6;c;2;64;23;0;1;7;2;1;1;1;0;1;4;646
10004996;9;1;1;08:06;FL;13001;2;1;6;c;2;64;23;0;1;7;2;1;1;1;0;1;4;654
10005376;6;1;0;07:18;FL;13126;2;0;1;h;3;62;22;0;1;7;2;0;1;1;0;3;3;650
10005406;1;0;1;17:24;CO;13136;2;1;1;f;3;51;21;0;2;15;1;0;2;2;0;2;2;635
10005406;2;0;1;17:25;CO;13136;2;1;1;f;3;51;21;0;2;15;1;0;1;2;0;2;2;629
10005406;3;0;1;17:26;CO;13136;2;1;1;f;3;51;21;0;2;15;1;0;1;2;0;2;2;650
10005406;4;0;1;17:27;CO;13136;2;1;1;f;3;51;21;0;2;15;1;0;1;2;0;2;2;660
10005406;5;0;1;17:28;CO;13136;2;1;1;f;3;51;21;0;2;15;1;0;1;2;0;2;2;650
10005406;6;0;1;17:29;CO;13136;2;1;1;f;3;51;21;0;2;15;1;0;1;2;0;2;2;650
10005406;7;0;1;17:31;CO;13136;2;1;1;f;3;51;21;0;2;15;1;0;1;2;0;2;2;650
10005406;8;1;1;17:42;CO;13136;2;1;1;f;3;51;21;0;2;15;1;0;1;2;0;2;2;650
10005468;1;0;1;14:11;FL;13154;4;1;7;e;2;46;23;1;3;2;1;1;3;3;1;2;3;633
10005468;2;0;1;14:11;FL;13154;4;1;7;e;2;46;23;1;3;2;1;1;3;3;1;2;3;633
10005468;3;0;1;14:12;FL;13154;4;1;7;e;2;46;23;1;3;2;1;1;3;3;1;2;3;639
10005468;4;0;1;14:15;FL;13154;4;1;7;e;2;46;23;1;3;2;1;1;3;3;1;2;3;639
10005468;5;0;1;14:16;FL;13154;4;1;7;e;2;46;23;1;3;2;1;1;3;3;1;2;3;639
10005468;6;0;1;14:17;FL;13154;4;1;7;e;2;46;23;1;3;2;1;1;3;3;1;2;3;639
10005468;7;1;1;16:24;FL;13154;4;1;7;e;2;46;23;1;3;2;1;1;3;3;1;2;4;651
10005916;3;0;3;11:44;CT;13294;3;1;8;f;NA;56;24;1;3;15;1;1;3;3;1;0;1;637
10005916;4;0;3;11:47;CT;13294;3;1;8;f;NA;56;24;1;3;15;1;1;3;3;1;0;1;637
10005916;5;0;3;11:51;CT;13294;3;1;8;f;NA;56;24;1;3;15;1;1;3;3;1;0;2;799
10006381;1;0;3;14:58;FL;13312;2;0;6;e;3;71;16;1;1;14;1;1;1;1;1;0;4;639
10006381;2;0;3;15:00;FL;13312;2;0;6;e;3;71;16;1;1;14;1;1;1;1;1;2;3;644
10006381;3;0;3;15:02;FL;13312;2;0;6;e;3;71;16;1;1;14;1;1;1;1;1;2;3;650
10006381;4;0;3;15:02;FL;13312;2;0;6;e;3;71;16;1;1;14;1;1;1;1;1;2;3;650
10006381;5;0;3;15:03;FL;13312;2;0;6;e;3;71;16;1;1;14;1;1;1;1;1;2;3;650
10006381;6;0;3;15:04;FL;13312;2;0;6;e;3;71;16;1;1;14;1;1;1;1;1;2;3;650
10006381;7;1;3;15:23;FL;13312;2;0;6;e;3;71;16;1;1;14;1;1;1;1;1;2;3;648
10006441;1;0;3;14:48;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;3;3;1;2;1;758
10006441;2;0;3;14:49;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;3;3;1;2;1;758
10006441;3;0;3;15:08;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;3;3;1;2;1;758
10006441;4;0;3;15:13;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;3;3;1;2;1;758
10006441;5;0;3;15:14;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;2;3;1;2;1;759
10006441;6;0;3;15:17;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;2;3;1;2;1;759
10006441;7;0;3;15:19;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;2;3;1;2;1;752
10006441;8;0;3;15:42;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;2;3;1;2;1;752
10006441;9;0;3;15:43;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;2;3;1;2;1;759
10006441;10;1;3;17:07;DE;13432;2;1;7;d;4;64;19;1;3;8;1;1;2;3;1;2;2;757
10006715;1;0;3;11:34;FL;10671;3;1;10;g;1;48;16;1;3;5;1;0;1;1;0;2;3;610
10006715;2;0;3;11:35;FL;10671;3;1;10;g;1;48;16;1;3;5;1;1;3;3;1;1;3;643
10006715;3;0;3;11:35;FL;10671;3;1;10;g;1;48;16;1;3;5;1;1;3;3;1;1;3;649
10006715;4;0;3;11:36;FL;10671;3;1;10;g;1;48;16;1;3;5;1;1;3;3;1;1;3;653
10006715;5;0;3;11:37;FL;10671;3;1;10;g;1;48;16;1;3;5;1;1;3;3;1;1;3;649
10006715;6;0;3;11:40;FL;10671;3;1;10;g;1;48;16;1;3;5;1;1;3;3;1;1;3;649
10006715;7;0;3;11:41;FL;10671;3;1;10;g;1;48;16;1;3;5;1;1;3;3;1;1;3;649
10006715;8;0;3;11:45;FL;10671;3;1;10;g;1;48;16;1;3;15;1;1;3;3;1;1;3;635
10006715;9;0;3;16:19;FL;10671;3;1;10;g;1;48;16;1;3;15;1;1;3;3;1;1;3;635
10006715;10;0;3;16:22;FL;10671;3;1;10;g;1;48;16;1;3;15;1;1;3;3;1;1;3;635
10006715;11;0;3;16:22;FL;10671;3;1;10;g;1;48;16;1;3;15;1;1;3;3;1;1;3;635
10006715;12;1;3;16:42;FL;10671;3;1;10;g;1;48;16;1;3;15;1;1;3;3;1;1;3;635
10007068;1;0;2;13:11;FL;11390;1;1;2;f;2;54;25;0;4;1;1;0;3;3;0;2;3;652
10007068;2;0;2;13:15;FL;11390;1;1;2;f;2;54;25;0;4;1;1;0;3;3;0;2;3;652
10007068;3;0;2;13:32;FL;11390;1;1;2;f;2;54;25;0;4;1;1;0;3;3;0;2;3;652
10007068;4;0;2;13:35;FL;11390;1;1;2;f;2;54;25;0;4;1;1;0;3;3;0;2;3;652
10007068;5;0;2;13:36;FL;11390;1;1;2;f;2;54;25;0;4;1;1;0;3;3;1;2;3;655
10007068;6;0;2;13:37;FL;11390;1;1;2;f;2;54;25;0;4;1;1;1;3;3;1;2;3;656
10007068;7;1;2;08:57;FL;11390;1;1;2;f;2;54;25;0;4;15;1;0;3;3;1;2;3;676
10007442;1;0;4;13:29;CO;11619;2;1;12;g;4;60;21;1;3;1;1;0;3;3;0;2;1;592
10007442;2;0;4;13:30;CO;11619;2;1;12;g;4;60;21;1;3;1;1;0;3;3;0;2;1;583
10007442;3;0;4;13:31;CO;11619;2;1;12;g;4;60;21;1;3;1;1;0;3;3;0;2;1;583
10007442;4;0;4;13:31;CO;11619;2;1;12;g;4;60;21;1;3;1;1;0;3;3;0;2;1;583
10007442;5;0;4;13:32;CO;11619;2;1;12;g;4;60;21;1;3;1;1;0;3;3;0;2;1;583
10007442;6;0;4;13:34;CO;11619;2;1;12;g;4;60;21;1;3;1;1;0;3;3;0;2;1;586
10007442;7;0;4;15:33;CO;11619;2;1;12;g;4;60;21;1;3;1;1;0;3;3;0;2;1;586
10007442;8;0;4;15:35;CO;11619;2;1;12;g;4;60;21;1;3;1;1;0;3;3;0;2;1;586
10007442;9;1;4;16:04;CO;11619;2;1;12;g;4;60;21;1;3;1;1;0;3;3;0;2;1;586
10007477;7;1;0;11:43;AR;11844;1;0;17;d;NA;47;17;0;1;1;0;0;1;1;0;0;1;628
10008105;1;0;2;07:40;FL;10393;2;1;11;e;2;57;19;0;3;5;1;1;1;3;1;2;3;721
10008105;2;0;2;07:41;FL;10393;2;1;11;e;2;57;19;0;3;5;1;1;1;3;1;2;3;721
10008105;3;0;2;07:42;FL;10393;2;1;11;e;2;57;19;0;3;5;1;1;1;3;1;2;3;729
10008105;4;0;2;07:43;FL;10393;2;1;11;e;2;57;19;0;3;5;1;1;1;3;1;2;3;731
10008105;5;0;2;07:44;FL;10393;2;1;11;e;2;57;19;0;3;5;1;1;1;3;1;2;3;729
10008105;6;0;2;07:45;FL;10393;2;1;11;e;2;57;19;0;3;5;0;1;1;3;0;0;3;701
10008105;7;0;2;07:49;FL;10393;2;1;11;e;2;57;19;0;3;5;0;1;1;3;0;0;3;701
10008105;8;1;2;08:15;FL;10393;2;1;11;e;2;57;19;0;3;5;0;1;1;3;0;0;3;701
10008151;1;0;2;12:57;AL;13828;3;1;8;g;4;45;22;1;3;11;1;1;3;3;1;2;2;641
10008151;2;0;2;12:59;AL;13828;3;1;8;g;4;45;22;1;3;11;1;1;3;3;1;2;2;639
10008151;3;0;2;13:00;AL;13828;3;1;8;g;4;45;22;1;3;11;1;1;3;3;1;2;2;645
10008151;4;0;2;13:01;AL;13828;3;1;8;g;4;45;22;1;3;11;1;1;3;3;1;2;2;647
10008151;5;0;2;13:03;AL;13828;3;1;8;g;4;45;22;1;3;11;1;1;3;3;1;2;2;651
10008151;6;0;2;13:04;AL;13828;3;1;8;g;4;45;22;1;3;11;1;1;3;3;1;2;2;651
10008151;7;1;2;13:12;AL;13828;3;1;8;g;4;45;22;1;3;11;1;1;3;3;1;2;2;641
10008157;1;0;3;12:06;AR;10648;2;0;15;e;4;59;20;0;3;1;2;1;1;1;1;2;1;628
10008157;2;0;3;12:07;AR;10648;2;0;15;e;4;59;20;0;3;1;0;0;1;1;0;0;1;577
10008157;3;0;3;12:07;AR;10648;2;0;15;e;4;59;20;0;3;1;0;0;1;1;0;0;1;582
10008157;4;0;3;12:08;AR;10648;2;0;15;e;4;59;20;0;3;1;0;0;1;1;0;0;2;578
10008157;5;0;3;12:09;AR;10648;2;0;15;e;4;59;20;0;3;1;0;0;1;1;0;0;2;580
10008157;6;1;3;12:15;AR;10648;2;0;15;e;4;59;20;0;3;1;0;0;1;1;0;0;2;580
10008266;1;0;3;10:11;FL;11347;2;1;2;d;3;68;25;1;1;15;1;1;1;3;1;2;3;624
10008266;2;0;3;10:13;FL;11347;2;1;2;d;3;68;25;1;1;15;1;1;1;3;1;2;3;624
10008266;3;0;3;10:13;FL;11347;2;1;2;d;3;68;25;1;1;15;1;1;1;3;1;2;3;619
10008266;4;0;3;10:16;FL;11347;2;1;2;d;3;68;25;1;1;15;1;1;1;3;1;2;3;619
10008266;5;0;3;10:16;FL;11347;2;1;2;d;3;68;25;1;1;15;1;1;1;3;1;2;3;622
10008266;6;0;3;10:51;FL;11347;2;1;2;d;3;68;25;1;1;15;1;1;1;3;1;2;3;620
10008266;7;0;3;10:56;FL;11347;2;1;2;d;3;68;25;1;1;15;1;1;1;3;1;2;3;620
10008266;8;0;3;10:59;FL;11347;2;1;2;d;3;68;25;1;1;15;1;1;1;3;1;2;3;620
10008266;9;1;3;11:07;FL;11347;2;1;2;d;3;68;25;1;1;15;1;1;1;3;1;2;3;620
10008318;1;0;1;12:58;AL;13519;3;1;11;e;4;50;16;1;2;2;1;1;2;2;1;1;4;721
10008318;2;0;1;12:58;AL;13519;3;1;11;e;4;50;16;1;2;2;0;1;2;2;0;0;2;648
10008318;3;0;1;13:02;AL;13519;3;1;11;e;4;50;16;1;2;2;0;1;2;2;0;0;2;656
10008318;4;1;3;15:48;AL;13519;3;1;20;d;4;50;16;1;2;2;0;1;2;2;0;0;2;637
10008373;1;0;3;10:47;FL;12451;2;1;1;e;2;57;19;0;3;13;2;0;3;3;0;3;4;703
10008373;2;0;3;10:48;FL;12451;2;1;1;e;2;57;19;0;3;13;2;0;3;3;0;3;4;703
10008373;3;0;3;10:49;FL;12451;2;1;1;e;2;57;19;0;3;13;2;0;3;3;0;3;4;710
10008373;4;0;3;10:50;FL;12451;2;1;1;e;2;57;19;0;3;13;2;0;3;3;0;3;4;710
10008373;5;0;3;10:51;FL;12451;2;1;1;e;2;57;19;0;3;13;2;0;3;3;0;3;4;710
10008373;6;0;3;10:56;FL;12451;2;1;1;e;2;57;19;0;3;13;2;0;3;3;0;3;4;710
10008373;7;0;3;10:58;FL;12451;2;1;1;e;2;57;19;0;3;13;2;0;3;3;0;3;4;710
10008373;8;0;3;10:58;FL;12451;2;1;1;e;2;57;19;0;3;13;2;0;3;3;0;3;4;710
10008373;9;0;3;10:59;FL;12451;2;1;1;e;2;57;19;0;3;13;2;0;3;3;0;3;4;710
